,beta,gammam,gammamRNA,gammad,alphaass,alphadiss,phi0,f1,f2,f3,f12,f13,f23,f123,kb1,kb2,kb3,ku1,ku2,ku3,bcoop12,bcoop13,bcoop23,bcoop123,ucoop12,ucoop13,ucoop23,ucoop123,DNAtot,taum,taumRNA
313,5.43E-02,7.03E-02,3.47E-01,4.89E-03,1.66E-01,2.72E-01,8.57E-01,5.87E-02,7.28E+00,2.17E+00,8.30E-03,7.88E-02,1.84E+01,6.67E+01,1.36E-02,2.18E-03,2.63E-03,4.44E-01,7.47E+00,1.29E-01,8.00E-01,9.35E+00,1.93E+01,4.19E+00,1.95E-01,1.18E+00,9.17E+00,1.35E+00,1.00E+00,0.00E+00,0.00E+00
314,1.87E-02,3.12E-01,1.18E-02,5.77E-03,6.17E-01,6.64E+00,3.19E-01,3.42E-01,5.56E-01,5.83E-03,1.28E+00,1.66E-02,7.70E+00,7.70E+01,2.38E-03,3.67E-03,1.10E-01,7.78E-02,1.26E+01,5.36E+00,1.59E+00,1.77E+01,4.86E-01,1.21E+01,3.89E-01,2.24E+00,2.32E-01,3.91E+00,1.00E+00,0.00E+00,0.00E+00
315,1.07E-02,1.77E-01,2.83E-02,1.49E-02,1.64E-01,3.37E+00,1.48E+00,1.32E-02,1.30E-01,7.47E-01,9.21E+00,2.48E-03,2.59E-01,7.68E+01,1.83E-02,2.08E-02,1.57E+01,5.98E-01,7.12E+01,7.68E+02,8.97E-01,9.03E+00,2.70E+00,3.44E+00,2.19E-01,1.14E+00,1.29E+00,1.11E+00,1.00E+00,0.00E+00,0.00E+00
316,1.33E+01,3.33E-02,2.34E-01,1.65E-03,4.09E-01,5.60E+02,7.58E-02,1.07E-03,7.04E-01,1.81E+00,7.04E-03,7.27E-02,1.68E-02,8.95E+00,3.57E-02,6.40E-02,2.89E-02,1.16E+00,2.19E+02,1.41E+00,4.73E-01,2.70E+00,1.27E+01,4.16E+00,1.15E-01,3.42E-01,6.04E+00,1.34E+00,1.00E+00,0.00E+00,0.00E+00
317,9.75E-02,4.28E-01,1.42E-03,3.43E-03,2.89E-02,6.09E+00,6.61E-02,1.45E+01,1.84E-02,7.88E-01,5.63E-02,6.91E-03,3.26E-03,4.08E+01,2.56E+00,3.25E-02,2.06E-02,8.36E+01,1.11E+02,1.01E+00,1.18E+01,1.89E+00,1.91E+01,7.90E+00,2.88E+00,2.39E-01,9.07E+00,2.55E+00,1.00E+00,0.00E+00,0.00E+00
318,9.50E+01,4.44E-01,1.31E+00,3.06E-03,7.79E-02,1.59E+01,4.75E-02,6.88E-01,5.50E+00,9.89E+00,1.19E-01,2.06E-01,7.70E+00,5.50E+01,1.73E-03,1.85E-02,1.38E+00,5.65E-02,6.35E+01,6.72E+01,7.45E-01,1.50E+00,1.84E+00,9.78E-01,1.82E-01,1.90E-01,8.76E-01,3.15E-01,1.00E+00,0.00E+00,0.00E+00
319,7.86E-01,1.46E-01,1.31E+00,2.71E-02,1.52E-01,9.22E+01,8.47E+00,2.27E-01,9.58E+01,1.43E-01,3.73E+00,2.85E+00,7.83E+00,2.62E+01,7.84E-01,1.89E-01,1.28E-02,2.56E+01,6.50E+02,6.25E-01,2.75E-01,7.09E-01,1.36E+01,5.59E-01,6.71E-02,8.98E-02,6.50E+00,1.80E-01,1.00E+00,0.00E+00,0.00E+00
320,5.43E-02,6.98E-02,1.22E-01,9.91E-04,4.35E-02,2.40E-01,8.68E-01,3.62E-02,5.43E+00,2.65E-01,3.15E+01,5.08E-03,9.05E-01,1.60E+01,1.19E-01,1.39E-01,1.20E-01,3.89E+00,4.76E+02,5.88E+00,4.96E+00,1.03E+00,3.84E+00,2.41E+00,1.21E+00,1.30E-01,1.83E+00,7.77E-01,1.00E+00,0.00E+00,0.00E+00
321,3.02E-02,3.47E-02,3.00E+00,8.83E-04,9.50E-01,2.03E+00,8.15E+00,7.56E-01,1.39E-03,1.70E+00,7.75E-03,4.14E-01,6.18E+00,3.23E+01,1.19E-03,1.02E-03,1.78E+00,3.88E-02,3.48E+00,8.68E+01,6.29E+00,1.22E+00,6.15E-01,6.76E+00,1.53E+00,1.54E-01,2.93E-01,2.18E+00,1.00E+00,0.00E+00,0.00E+00
322,3.04E+00,5.85E-01,1.80E+00,7.32E-04,2.56E-01,3.27E-03,3.89E-02,3.22E+00,2.67E-03,1.36E-03,2.93E+01,5.61E-02,7.79E-01,4.80E+01,3.49E-01,9.00E-03,1.15E+00,1.14E+01,3.09E+01,5.62E+01,3.74E-01,2.97E+00,1.09E+01,9.45E-01,9.11E-02,3.76E-01,5.19E+00,3.05E-01,1.00E+00,0.00E+00,0.00E+00
323,1.09E+01,6.39E-02,9.58E+00,8.20E-04,9.42E-02,9.49E-02,2.74E-02,5.91E-01,9.20E-03,2.71E+01,3.31E+01,4.89E+00,3.17E-02,9.52E+01,1.67E-02,2.15E-01,8.84E+00,5.46E-01,7.37E+02,4.32E+02,5.11E+00,1.37E+01,1.27E+00,1.28E+00,1.25E+00,1.74E+00,6.02E-01,4.13E-01,1.00E+00,0.00E+00,0.00E+00
324,1.18E-02,7.23E-01,1.41E-01,1.88E-03,2.09E-02,1.70E-02,2.94E+00,2.73E+01,2.77E-02,1.36E+00,1.75E-02,9.97E-02,2.08E-02,9.07E+01,1.10E+01,4.02E-02,1.53E-02,3.58E+02,1.38E+02,7.49E-01,2.00E+00,1.08E+00,4.49E-01,4.68E-01,4.88E-01,1.36E-01,2.14E-01,1.51E-01,1.00E+00,0.00E+00,0.00E+00
325,9.40E-02,2.83E-01,1.27E-02,2.48E-02,1.32E-02,1.42E+01,8.47E-01,2.05E-01,5.39E-03,1.49E+00,2.11E-03,4.23E-03,4.30E-01,4.70E+01,1.01E-01,1.90E-02,1.10E+00,3.31E+00,6.51E+01,5.36E+01,5.96E+00,1.80E+01,1.93E+01,3.12E+00,1.45E+00,2.27E+00,9.20E+00,1.01E+00,1.00E+00,0.00E+00,0.00E+00
326,3.59E-01,5.55E-01,3.75E+00,5.30E-03,3.58E-01,1.53E-01,2.33E+00,7.21E-02,4.71E-03,4.15E-03,2.30E-02,3.16E+00,1.29E+00,7.71E+01,5.88E-02,3.31E-02,3.13E-01,1.92E+00,1.14E+02,1.53E+01,4.35E+00,1.44E+00,1.67E+00,1.21E+01,1.06E+00,1.82E-01,7.93E-01,3.89E+00,1.00E+00,0.00E+00,0.00E+00
327,4.87E+00,3.86E-01,1.54E-01,1.80E-03,4.28E-01,6.43E+01,1.51E-01,1.47E-02,4.32E+01,3.28E-01,3.94E-03,2.65E+00,2.51E-01,2.82E+01,8.52E-01,3.65E-02,4.35E-02,2.78E+01,1.25E+02,2.13E+00,5.94E+00,1.56E+00,1.47E+00,8.07E+00,1.45E+00,1.97E-01,6.98E-01,2.60E+00,1.00E+00,0.00E+00,0.00E+00
328,1.40E-02,3.08E-03,2.50E-02,5.61E-04,1.85E-02,2.85E+02,4.18E-01,3.35E+00,1.67E-02,1.62E+00,9.94E-02,2.50E+00,4.36E-01,5.08E+01,5.90E-02,2.06E-01,4.11E+00,1.93E+00,7.05E+02,2.01E+02,3.39E-01,1.02E+01,6.77E-01,1.85E+00,8.28E-02,1.29E+00,3.22E-01,5.98E-01,1.00E+00,0.00E+00,0.00E+00
329,1.81E-02,1.46E-01,4.63E-01,1.07E-03,2.10E-02,2.35E-03,2.30E+00,4.80E-03,5.74E+00,6.32E-01,3.57E-03,3.10E+00,2.03E-03,3.44E+01,2.56E-03,1.60E-03,1.15E-01,8.34E-02,5.50E+00,5.62E+00,1.10E+00,8.42E+00,2.12E-01,2.26E+00,2.68E-01,1.07E+00,1.01E-01,7.29E-01,1.00E+00,0.00E+00,0.00E+00
330,5.68E+00,3.98E-02,1.12E+00,5.29E-04,8.11E-02,4.69E+00,6.30E-01,2.43E-02,4.47E+00,2.45E-02,6.45E-02,4.16E-03,4.74E-03,2.95E+00,1.26E+01,3.82E-03,5.16E+00,4.11E+02,1.31E+01,2.52E+02,7.36E+00,4.34E+00,1.78E+01,3.50E+00,1.80E+00,5.49E-01,8.45E+00,1.13E+00,1.00E+00,0.00E+00,0.00E+00
331,2.96E+00,2.58E-03,2.94E+00,1.80E-03,3.95E-01,4.14E+02,2.03E-01,1.06E-02,2.09E-02,9.33E-03,3.20E+00,5.31E-01,1.28E-01,2.45E+01,1.99E-01,6.58E-03,2.11E+00,6.50E+00,2.26E+01,1.03E+02,1.77E+00,1.22E+01,5.72E-01,1.63E-01,4.32E-01,1.55E+00,2.72E-01,5.24E-02,1.00E+00,0.00E+00,0.00E+00
332,2.84E+00,6.62E-01,3.67E-03,3.55E-02,1.15E-02,5.24E+01,2.15E-02,1.90E+00,3.44E+00,7.74E-03,1.50E-02,2.70E-03,8.02E+01,8.20E+01,8.33E+00,3.41E-02,1.11E-01,2.72E+02,1.17E+02,5.41E+00,4.94E-01,1.06E+01,2.98E+00,3.18E+00,1.21E-01,1.35E+00,1.42E+00,1.03E+00,1.00E+00,0.00E+00,0.00E+00
333,4.14E+00,2.54E-02,8.82E+00,5.67E-04,4.67E-01,2.33E+00,1.01E-01,6.68E+00,7.91E-01,4.96E-03,5.72E-02,8.06E-01,1.73E+01,5.09E+01,4.36E-02,1.24E-02,1.38E-01,1.42E+00,4.24E+01,6.76E+00,5.14E+00,1.14E+01,1.11E+01,1.90E+00,1.25E+00,1.44E+00,5.29E+00,6.11E-01,1.00E+00,0.00E+00,0.00E+00
334,8.84E+00,5.52E-02,8.87E+00,7.69E-04,6.24E-01,3.04E-01,6.21E-02,6.20E-01,6.20E-01,1.12E+00,3.06E+01,2.26E-02,2.07E-01,3.51E+01,2.09E-03,9.78E-03,3.48E-03,6.81E-02,3.35E+01,1.70E-01,7.55E+00,1.20E+01,6.16E+00,1.56E-01,1.84E+00,1.52E+00,2.94E+00,5.03E-02,1.00E+00,0.00E+00,0.00E+00
335,2.44E-01,4.25E-01,2.27E-01,6.59E-03,9.64E-02,2.81E-01,3.66E-01,1.93E-03,3.50E-01,3.99E-03,2.66E+01,4.02E-03,1.32E-02,7.74E+01,7.47E-03,1.87E-01,1.81E+01,2.44E-01,6.40E+02,8.86E+02,4.46E-01,4.34E+00,1.72E-01,6.27E+00,1.09E-01,5.49E-01,8.17E-02,2.02E+00,1.00E+00,0.00E+00,0.00E+00
336,1.07E-02,1.18E-01,3.07E-02,4.63E-02,5.63E-01,7.91E+02,7.88E+00,2.56E-02,1.96E-01,8.30E-02,4.39E-01,1.29E-01,9.76E+01,7.06E+01,4.46E-03,6.58E-03,1.96E-02,1.46E-01,2.26E+01,9.57E-01,5.60E+00,5.02E+00,2.08E-01,1.51E+00,1.37E+00,6.36E-01,9.92E-02,4.87E-01,1.00E+00,0.00E+00,0.00E+00
337,9.04E+01,6.31E-01,4.13E+00,1.06E-02,1.95E-01,5.81E+02,5.30E-01,5.34E-02,1.22E-03,7.88E-02,5.93E-02,2.60E+00,6.31E-03,8.88E+01,1.13E+00,1.75E-01,3.97E+00,3.70E+01,6.00E+02,1.94E+02,4.81E-01,1.45E+00,1.17E+01,1.33E+01,1.17E-01,1.84E-01,5.55E+00,4.29E+00,1.00E+00,0.00E+00,0.00E+00
338,1.70E-01,6.77E-02,2.19E-02,1.80E-02,5.27E-02,3.40E+02,3.55E-01,1.83E-02,1.41E-03,2.89E-02,2.09E-03,1.37E+01,6.55E+00,6.18E+01,6.41E+00,5.80E-02,1.49E+00,2.09E+02,1.99E+02,7.28E+01,2.22E-01,3.48E+00,3.28E-01,1.58E+01,5.41E-02,4.40E-01,1.56E-01,5.10E+00,1.00E+00,0.00E+00,0.00E+00
339,1.90E+00,1.45E-01,1.36E-01,1.58E-02,6.94E-01,1.20E+02,9.08E-02,5.86E-02,3.24E-02,3.63E+00,5.94E+00,8.78E-01,1.20E+01,5.87E+01,9.96E-02,8.24E-02,5.66E-02,3.25E+00,2.82E+02,2.77E+00,6.65E-01,1.09E+00,5.97E+00,5.65E-01,1.62E-01,1.38E-01,2.84E+00,1.82E-01,1.00E+00,0.00E+00,0.00E+00
340,3.31E+00,2.18E-02,2.74E+00,6.33E-04,2.48E-02,7.22E-02,2.47E-02,9.69E-02,3.53E-03,3.25E+00,2.93E+01,3.45E+00,1.13E-03,6.74E+01,8.09E-01,2.42E-02,2.33E-02,2.64E+01,8.30E+01,1.14E+00,2.39E+00,6.77E+00,6.22E+00,2.70E+00,5.83E-01,8.56E-01,2.96E+00,8.71E-01,1.00E+00,0.00E+00,0.00E+00
341,9.64E-01,5.55E-01,2.37E-02,1.08E-03,5.64E-01,8.73E+00,2.06E-02,1.84E+00,1.79E-01,9.30E-02,1.03E+00,1.74E-02,1.56E-03,7.85E+01,1.21E+00,3.05E-03,8.32E-01,3.95E+01,1.05E+01,4.07E+01,1.29E+01,1.43E+00,9.42E-01,3.52E+00,3.14E+00,1.81E-01,4.49E-01,1.14E+00,1.00E+00,0.00E+00,0.00E+00
342,7.93E-02,4.44E-01,1.51E-02,4.44E-02,5.40E-02,1.33E-01,1.58E-01,1.64E-02,5.37E+01,1.31E-01,6.20E-02,4.25E-02,3.38E-01,9.93E+01,4.34E-02,1.34E-02,6.15E+00,1.42E+00,4.58E+01,3.01E+02,1.48E+00,1.51E+01,2.20E+00,4.35E-01,3.60E-01,1.92E+00,1.05E+00,1.40E-01,1.00E+00,0.00E+00,0.00E+00
343,5.60E-01,8.68E-01,4.98E-01,1.45E-03,4.46E-01,3.58E-01,4.90E+00,2.90E-02,5.41E-03,3.17E-02,7.52E+00,4.33E-03,6.48E-02,4.47E+00,1.31E+00,5.45E-02,2.61E-02,4.29E+01,1.87E+02,1.27E+00,1.24E+00,7.97E+00,5.72E-01,3.89E+00,3.02E-01,1.01E+00,2.72E-01,1.25E+00,1.00E+00,0.00E+00,0.00E+00
344,2.06E+00,6.77E-02,8.26E-01,2.95E-02,3.86E-02,2.03E+01,5.34E-01,1.33E-01,6.18E-03,5.07E+00,4.78E-02,2.07E-02,3.84E-01,6.57E+01,1.61E-03,1.39E-03,1.46E-02,5.26E-02,4.75E+00,7.12E-01,3.32E-01,1.02E+00,2.20E+00,9.21E+00,8.09E-02,1.29E-01,1.05E+00,2.97E+00,1.00E+00,0.00E+00,0.00E+00
345,1.92E-01,1.32E-01,1.24E-01,1.38E-03,5.64E-01,2.90E-01,3.13E-02,2.11E-03,4.35E-01,1.05E-02,1.52E+00,5.13E-03,1.94E-01,9.22E+01,6.80E-02,2.80E-02,3.74E-01,2.22E+00,9.59E+01,1.83E+01,6.38E-01,2.86E+00,8.18E+00,1.88E+00,1.56E-01,3.62E-01,3.90E+00,6.05E-01,1.00E+00,0.00E+00,0.00E+00
346,1.56E+01,1.38E-01,9.71E-02,1.91E-03,1.32E-02,7.37E+00,1.38E-02,3.69E-03,2.19E+01,6.74E-01,9.08E-02,2.83E-01,4.55E-03,4.48E+01,5.11E+00,1.13E-02,6.68E-01,1.67E+02,3.87E+01,3.27E+01,6.43E-01,1.40E+01,7.82E+00,2.12E+00,1.57E-01,1.77E+00,3.72E+00,6.85E-01,1.00E+00,0.00E+00,0.00E+00
347,1.61E+01,4.22E-02,3.28E+00,4.03E-03,4.54E-01,6.36E+02,5.13E-01,2.01E-02,2.22E-01,1.79E-03,6.00E+00,1.94E-03,9.69E-02,1.99E+01,2.48E-03,1.55E-02,2.64E-03,8.08E-02,5.33E+01,1.29E-01,2.14E+00,6.59E-01,1.19E-01,1.60E-01,5.22E-01,8.34E-02,5.65E-02,5.15E-02,1.00E+00,0.00E+00,0.00E+00
348,4.92E-02,7.77E-01,2.42E+00,5.06E-03,1.62E-01,2.05E-03,8.97E+00,6.39E-01,3.81E-03,7.27E-01,8.71E-03,1.83E-02,2.01E-03,6.69E+01,3.43E-03,2.26E-02,3.86E-02,1.12E-01,7.75E+01,1.89E+00,8.38E-01,9.15E-01,1.03E+01,2.55E+00,2.04E-01,1.16E-01,4.90E+00,8.22E-01,1.00E+00,0.00E+00,0.00E+00
349,4.56E-01,6.55E-01,2.40E+00,2.77E-03,2.12E-02,4.26E-03,1.21E+00,8.44E+00,2.44E-01,1.35E-01,1.71E-01,6.74E+00,3.54E+00,6.13E+01,1.46E-01,9.68E-03,2.46E+00,4.76E+00,3.32E+01,1.20E+02,1.38E+01,8.79E-01,1.50E-01,1.14E+01,3.35E+00,1.11E-01,7.13E-02,3.67E+00,1.00E+00,0.00E+00,0.00E+00
350,1.96E+01,8.33E-02,3.13E+00,4.36E-03,2.52E-02,4.04E-01,1.25E-01,3.33E-03,3.34E-01,3.19E-03,7.61E+01,1.96E-02,1.39E+00,1.92E+01,3.59E+00,2.26E-02,3.26E-01,1.17E+02,7.75E+01,1.59E+01,1.03E+01,9.30E-01,8.23E+00,1.77E+01,2.52E+00,1.18E-01,3.92E+00,5.72E+00,1.00E+00,0.00E+00,0.00E+00
351,6.57E-01,4.95E-01,1.36E-03,1.73E-02,8.03E-01,8.13E+02,1.14E-02,8.46E-02,9.88E-02,8.94E-03,1.98E+00,1.15E-02,8.06E-03,8.73E+01,1.79E-03,9.37E-02,5.44E-01,5.85E-02,3.21E+02,2.66E+01,5.01E-01,8.57E-01,7.84E+00,1.16E+00,1.22E-01,1.09E-01,3.73E+00,3.75E-01,1.00E+00,0.00E+00,0.00E+00
352,2.07E+01,1.67E-01,5.08E+00,2.83E-03,8.42E-01,1.89E+00,4.45E-02,1.30E-02,1.04E-02,3.53E-02,1.55E+00,5.73E-01,6.78E+00,5.91E+01,4.98E-01,2.18E-03,1.12E+00,1.63E+01,7.46E+00,5.45E+01,4.69E-01,1.36E+00,2.15E+00,3.83E-01,1.14E-01,1.72E-01,1.02E+00,1.23E-01,1.00E+00,0.00E+00,0.00E+00
353,5.08E+01,2.76E-01,9.58E-02,8.50E-03,2.70E-02,5.07E+00,1.47E-02,1.07E-01,2.09E-02,1.91E-03,1.24E-03,1.18E-01,5.16E-02,1.61E+01,8.29E+00,1.08E-01,4.10E-03,2.71E+02,3.71E+02,2.01E-01,1.67E+01,4.20E+00,2.83E+00,1.73E+01,4.08E+00,5.31E-01,1.35E+00,5.57E+00,1.00E+00,0.00E+00,0.00E+00
354,7.18E+01,3.91E-01,1.14E+00,9.47E-02,9.12E-01,1.47E+01,3.29E-02,2.07E+00,1.03E+01,1.74E-01,1.16E-01,5.45E-03,5.10E+01,8.33E+01,2.19E-02,2.02E-02,5.00E+00,7.16E-01,6.93E+01,2.44E+02,2.55E+00,4.99E+00,1.76E-01,1.84E-01,6.23E-01,6.32E-01,8.39E-02,5.92E-02,1.00E+00,0.00E+00,0.00E+00
355,1.05E+00,2.92E-01,2.71E-03,2.58E-02,3.16E-02,8.97E-01,1.16E-02,5.22E-02,8.96E+00,2.97E-01,1.29E+01,4.52E-03,1.70E+01,1.78E+01,3.96E-03,7.52E-03,1.50E-03,1.29E-01,2.58E+01,7.32E-02,3.44E+00,1.57E+01,9.31E+00,3.03E+00,8.40E-01,1.99E+00,4.43E+00,9.77E-01,1.00E+00,0.00E+00,0.00E+00
356,4.32E-02,1.33E-01,4.37E-02,5.34E-02,4.08E-01,2.05E+02,2.66E+00,1.83E-01,1.57E-02,3.27E-02,7.91E-01,4.94E-01,4.98E-01,5.92E+01,1.11E-02,1.94E-02,2.08E-02,3.61E-01,6.66E+01,1.02E+00,1.43E+01,8.88E-01,9.39E-01,6.07E-01,3.49E+00,1.12E-01,4.47E-01,1.96E-01,1.00E+00,0.00E+00,0.00E+00
357,1.03E-02,8.17E-01,1.86E-03,9.00E-03,1.88E-02,1.57E-01,2.92E-01,7.66E-03,2.05E+01,2.70E-01,1.43E-01,8.27E-03,2.11E+00,5.10E+01,8.72E-02,1.58E-02,5.65E-01,2.85E+00,5.43E+01,2.76E+01,2.60E+00,6.00E+00,1.41E-01,1.52E+01,6.33E-01,7.60E-01,6.72E-02,4.92E+00,1.00E+00,0.00E+00,0.00E+00
358,1.12E+00,7.77E-02,4.57E-01,2.57E-03,2.68E-02,1.24E+00,9.34E-02,2.52E-02,1.27E-02,5.82E-01,1.94E-01,2.04E-02,1.76E-02,8.14E+01,3.05E-02,2.73E-01,1.10E-01,9.95E-01,9.37E+02,5.36E+00,3.75E-01,7.07E+00,3.67E+00,5.19E-01,9.16E-02,8.95E-01,1.75E+00,1.68E-01,1.00E+00,0.00E+00,0.00E+00
359,1.90E-01,3.83E-01,2.08E-03,1.02E-03,7.84E-02,5.83E+02,1.87E-01,5.60E+00,2.75E-01,7.19E-01,8.84E+01,6.88E-03,6.07E+01,5.49E+01,3.80E-01,2.12E-01,7.72E-03,1.24E+01,7.25E+02,3.78E-01,7.36E+00,2.79E+00,1.07E+00,1.66E+01,1.80E+00,3.53E-01,5.09E-01,5.35E+00,1.00E+00,0.00E+00,0.00E+00
360,6.13E-02,4.89E-02,6.27E-01,7.80E-04,1.35E-02,1.26E+00,2.06E+00,3.22E-01,1.65E-03,1.18E+00,1.02E+00,1.62E+00,8.51E+01,7.18E+01,2.28E-01,6.63E-03,4.11E+00,7.46E+00,2.27E+01,2.01E+02,1.95E+01,1.01E+01,2.44E-01,5.16E+00,4.76E+00,1.27E+00,1.16E-01,1.67E+00,1.00E+00,0.00E+00,0.00E+00
361,1.74E-02,1.91E-01,2.47E-02,1.75E-03,2.21E-01,1.83E+01,4.07E+00,2.31E-01,1.22E-01,1.17E+01,2.12E-03,1.26E-03,1.02E-02,1.81E+01,1.21E-01,1.05E-03,2.48E+00,3.94E+00,3.60E+00,1.21E+02,6.32E-01,4.54E-01,6.26E+00,1.38E+00,1.54E-01,5.75E-02,2.98E+00,4.44E-01,1.00E+00,0.00E+00,0.00E+00
362,2.12E+01,8.63E-01,1.58E+00,1.14E-02,5.61E-01,6.49E+02,9.72E-01,1.16E-02,1.37E+00,1.05E-01,1.75E+00,1.85E-01,4.92E-03,6.74E+01,1.25E+00,4.99E-03,1.50E-03,4.10E+01,1.71E+01,7.32E-02,2.40E-01,1.90E+00,6.82E-01,6.87E-01,5.86E-02,2.41E-01,3.25E-01,2.22E-01,1.00E+00,0.00E+00,0.00E+00
363,5.06E-01,6.42E-01,4.68E-02,5.19E-02,4.22E-02,5.61E-02,1.39E-01,8.38E-03,2.97E-01,3.74E+00,3.13E-01,2.76E-01,7.49E+01,6.73E+01,2.92E-01,1.41E-01,2.30E-03,9.52E+00,4.85E+02,1.12E-01,8.40E-01,2.74E+00,1.09E-01,5.92E+00,2.05E-01,3.47E-01,5.20E-02,1.91E+00,1.00E+00,0.00E+00,0.00E+00
364,3.33E-02,1.57E-01,4.58E-03,1.40E-02,2.40E-02,1.61E+02,2.66E+00,1.92E-03,7.95E-01,2.33E-02,5.69E-01,1.24E+00,1.08E+00,1.97E+01,1.31E+01,2.12E-03,1.21E+01,4.26E+02,7.26E+00,5.91E+02,3.36E-01,1.02E+01,6.25E-01,4.66E+00,8.18E-02,1.29E+00,2.98E-01,1.50E+00,1.00E+00,0.00E+00,0.00E+00
365,3.18E-02,6.78E-01,2.28E-02,4.26E-03,1.16E-02,1.07E-01,1.23E+00,3.25E+00,6.53E-01,3.24E-02,4.67E-02,2.05E-02,1.11E-02,3.91E+01,3.32E+00,6.91E-03,1.18E-02,1.08E+02,2.37E+01,5.78E-01,6.06E-01,4.40E-01,2.84E+00,5.65E-01,1.48E-01,5.57E-02,1.35E+00,1.82E-01,1.00E+00,0.00E+00,0.00E+00
366,6.83E-02,3.22E-02,2.40E-01,5.87E-03,4.33E-02,3.79E+01,4.20E+00,1.36E-01,9.85E-02,8.06E-03,2.48E+00,4.14E-02,4.52E-01,2.97E+01,4.02E-01,8.23E-03,2.89E-03,1.31E+01,2.82E+01,1.41E-01,6.82E-01,4.44E-01,2.30E-01,5.83E+00,1.66E-01,5.63E-02,1.10E-01,1.88E+00,1.00E+00,0.00E+00,0.00E+00
367,1.55E+00,1.20E-01,2.09E-02,2.78E-02,9.12E-02,6.62E+01,8.78E-02,1.84E+00,1.09E+01,8.60E-03,2.75E+01,2.11E-02,5.20E+01,2.06E+01,2.18E-03,4.76E-02,1.46E-03,7.13E-02,1.63E+02,7.13E-02,4.71E+00,1.66E+01,1.70E-01,5.54E+00,1.15E+00,2.10E+00,8.10E-02,1.79E+00,1.00E+00,0.00E+00,0.00E+00
368,8.10E-01,5.63E-01,1.44E-02,2.43E-02,1.83E-01,7.89E+02,6.66E-01,1.66E-02,4.21E-03,7.80E+00,7.97E+01,2.43E-03,4.69E+01,2.99E+01,2.13E+01,2.70E-02,6.73E-03,6.97E+02,9.26E+01,3.29E-01,1.89E+00,8.91E+00,1.98E-01,2.64E-01,4.61E-01,1.13E+00,9.40E-02,8.51E-02,1.00E+00,0.00E+00,0.00E+00
369,2.01E-01,7.18E-02,7.11E-01,1.87E-03,1.12E-01,6.14E-01,2.25E+00,2.73E-01,3.40E-02,1.43E-03,9.04E-02,1.90E-02,1.70E-01,1.16E+01,1.90E+00,3.36E-03,7.51E-01,6.21E+01,1.15E+01,3.67E+01,2.33E+00,7.75E+00,1.38E-01,4.60E-01,5.68E-01,9.81E-01,6.59E-02,1.48E-01,1.00E+00,0.00E+00,0.00E+00
370,1.56E+00,6.19E-01,3.41E-02,9.09E-02,1.98E-01,1.42E+01,1.15E-01,1.16E-03,1.77E+01,4.47E-03,1.43E-02,1.98E-02,5.02E-03,5.28E+01,1.21E-03,5.14E-03,1.27E-02,3.94E-02,1.76E+01,6.19E-01,9.43E+00,8.98E+00,3.06E-01,3.98E+00,2.30E+00,1.14E+00,1.46E-01,1.29E+00,1.00E+00,0.00E+00,0.00E+00
371,3.35E-02,2.96E-01,7.22E-03,2.27E-03,4.38E-02,1.98E-03,1.74E-02,6.89E-03,6.11E-01,4.45E-02,3.02E-02,6.00E-03,1.91E-03,6.82E+01,4.29E-03,1.01E-01,1.48E-01,1.40E-01,3.45E+02,7.24E+00,5.40E-01,9.25E+00,1.68E+00,3.24E-01,1.32E-01,1.17E+00,7.98E-01,1.05E-01,1.00E+00,0.00E+00,0.00E+00
372,1.15E+01,1.29E-01,1.26E-02,2.15E-02,1.40E-02,5.12E+01,4.52E-02,1.11E-02,1.05E+00,6.97E-03,5.18E-02,4.30E-03,7.92E+01,6.24E+00,9.80E-02,2.24E-03,3.49E+00,3.20E+00,7.70E+00,1.71E+02,3.67E-01,1.90E+00,3.64E-01,2.77E-01,8.96E-02,2.41E-01,1.73E-01,8.95E-02,1.00E+00,0.00E+00,0.00E+00
373,2.40E+01,8.28E-01,8.03E+00,6.07E-03,7.01E-02,7.73E-02,3.19E-01,2.94E-03,4.05E-02,3.33E-03,2.72E+01,3.22E-01,1.12E-03,3.54E+01,1.07E+00,2.70E-01,1.80E+01,3.49E+01,9.27E+02,8.79E+02,9.31E+00,3.59E+00,1.03E+00,1.48E+00,2.27E+00,4.55E-01,4.89E-01,4.76E-01,1.00E+00,0.00E+00,0.00E+00
374,6.75E+00,4.34E-01,8.79E-02,4.64E-02,2.23E-01,4.68E+01,8.21E-02,3.18E-02,2.05E+01,2.55E-02,4.41E-01,2.40E-02,8.03E-02,3.92E+01,4.02E-01,6.71E-02,1.52E-01,1.31E+01,2.30E+02,7.44E+00,1.75E+00,8.85E-01,2.41E-01,1.26E+01,4.26E-01,1.12E-01,1.15E-01,4.05E+00,1.00E+00,0.00E+00,0.00E+00
375,1.21E-01,4.30E-02,5.90E-03,1.22E-02,8.21E-01,2.16E+01,1.20E-02,1.19E+00,4.86E-01,5.55E-01,3.75E+00,1.71E+00,3.94E+01,9.61E+01,1.79E-01,2.73E-01,6.33E-03,5.84E+00,9.37E+02,3.09E-01,2.28E-01,1.45E+01,1.36E+01,1.84E+01,5.56E-02,1.84E+00,6.49E+00,5.95E+00,1.00E+00,0.00E+00,0.00E+00
