,beta,gammam,gammamRNA,gammad,alphaass,alphadiss,phi0,f1,f2,f3,f12,f13,f23,f123,kb1,kb2,kb3,ku1,ku2,ku3,bcoop12,bcoop13,bcoop23,bcoop123,ucoop12,ucoop13,ucoop23,ucoop123,DNAtot,taum,taumRNA,period,DNA0_min,DNA0_max,DNA1_min,DNA1_max,DNA2_min,DNA2_max,DNA3_min,DNA3_max,DNA12_min,DNA12_max,DNA23_min,DNA23_max,DNA13_min,DNA13_max,DNA123_min,DNA123_max,mRNA_min,mRNA_max,m_min,m_max,d_min,d_max,selected,monotonicity_type
57,12.58,0.56,0.4987,0.005393,0.02495,11.2,0.03158,2.086,0.006189,0.2202,2.283,92.04,87.65,0.1888,0.5528,1.632,20.94,0.07975,0.05134,5.111,0.2708,0.05339,0.5322,0.6282,0.1446,0.1597,0.7396,0.121,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
58,0.02352,0.1984,0.2447,0.00996,0.4348,0.06194,0.3249,0.0282,6.594,34.33,1.729,18.97,25.05,0.0149,0.002786,7.401,2.257,0.02089,35.92,12.24,1.919,0.09028,9.841,9.837,0.08555,0.07773,0.1749,0.6275,1,0,0,704.5,0.02127,0.3062,0.0002619,0.05057,0.004036,0.02126,0.003616,0.01896,0.002208,0.02987,0.005864,0.2139,0.0001021,0.001404,0.6104,0.8777,0.6961,7.919,0.1129,0.5681,0.1252,1.866,FALSE,0
59,63.01,0.2148,1.912,0.002437,0.1793,176,0.1205,0.1699,0.02839,45.41,69.39,0.006747,0.0112,0.05581,14.73,0.1155,0.001674,10.18,0.6892,0.08691,1.059,1.14,16.3,8.963,0.5101,0.1308,0.12,0.4288,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0
60,25.46,0.3953,3.21,0.07475,0.02702,0.5473,0.1402,0.004934,0.03816,0.005527,0.004126,0.005719,13.2,0.009491,0.01227,4.251,2.851,0.01234,45.57,0.01774,3.081,0.7554,1.705,1.367,0.05194,0.1214,0.1257,17.11,1,0,0,428.1,0.0001093,0.1264,1.10E-05,0.04395,2.79E-05,0.0003706,0.04862,0.4644,0.001772,0.002536,0.001661,0.337,0.03336,0.7332,0.03648,0.7616,0.00323,0.1942,0.2377,8.792,0.008869,3.151,FALSE,0
61,27.48,0.8061,2.264,0.0006,0.03899,5.635,1.166,0.01251,0.005878,0.01331,0.1509,2.921,0.09021,0.0299,4.884,0.005868,13.4,31.34,0.05803,0.01582,0.05851,8.791,6.617,2.235,0.1038,1.042,0.2042,0.4914,1,0,0,109.8,3.82E-05,0.01698,1.78E-05,0.0001071,5.45E-07,0.0006324,0.09638,0.5527,2.20E-07,3.96E-07,0.04469,0.5367,0.01531,0.4216,0.04906,0.5278,0.05815,0.6422,2.008,20.95,0.02909,3.031,FALSE,1
62,8.559,0.7044,2.725,0.08358,0.03711,1.422,0.1917,1.923,0.02325,0.2655,0.04143,6.511,96.96,4.742,0.001251,13.15,76.65,0.1751,92.58,111.8,2.306,0.5076,7.23,0.5181,0.1845,0.1811,3.393,0.08587,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
63,91.39,0.1851,2.702,0.006094,0.03393,10.43,0.02335,30.24,0.0158,0.001498,9.242,0.01076,9.765,0.2052,5.009,0.003725,0.02495,16.59,7.934,0.01865,0.2466,3.268,0.9686,8.052,11.29,2.311,0.1928,0.313,1,0,0,136.7,0.3485,0.7375,0.01924,0.1442,2.99E-05,0.0002244,0.2024,0.4348,1.90E-08,1.69E-06,6.28E-05,0.000944,0.01138,0.1706,1.49E-06,0.0002612,0.01064,0.04158,5.411,19.11,0.09559,1.186,FALSE,3
64,0.1909,0.004921,0.06715,0.0236,0.03759,606.5,0.0422,0.02158,0.3195,0.001287,1.846,97.01,0.02887,0.002573,6.799,0.04752,1.892,0.468,0.01903,0.05417,0.2544,0.937,0.1906,13.1,0.08419,6.264,0.1107,0.4903,1,0,0,1098,0.0004655,0.1056,0.003738,0.07561,0.0001458,0.03592,0.009015,0.1789,0.00464,0.06666,0.006316,0.09578,0.005149,0.09249,0.5213,0.9577,0.3621,5.529,23.6,115.1,0.03451,0.8206,FALSE,0
65,27.26,0.9103,6.766,0.03877,0.3264,31.36,0.141,38.28,1.227,0.01159,0.001076,1.371,0.1607,0.01885,7.617,0.07787,0.5267,4.559,0.03606,25.98,0.55,0.4119,3.174,0.8053,0.6361,6.349,14.72,10.47,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
66,19.62,0.1066,0.3844,0.01208,0.0343,38.88,0.03372,20.63,0.002647,0.1406,0.06973,4.778,11.97,0.001589,15.4,0.009294,46.01,13.04,0.01974,452.1,10.11,11.95,4.585,5.577,0.1023,4.801,0.2484,0.2833,1,0,0,208.5,0.1545,0.2121,0.01047,0.03255,0.002578,0.02667,0.0009002,0.002809,0.04934,0.1452,0.0007941,0.002337,0.0001244,0.001338,0.6193,0.7548,0.03861,0.07588,7.262,13.65,0.04656,0.1643,FALSE,0
67,0.04119,0.06181,0.1936,0.0331,0.2541,0.2162,0.5396,0.003826,0.02228,0.001356,0.04943,0.1183,52.88,55.95,0.001123,18.19,2.328,0.01376,0.06323,35.17,3.419,0.0592,0.1972,4.198,0.06467,1.604,0.2071,7.644,1,0,0,1382,0.0002324,0.03254,1.43E-05,0.001368,0.1657,0.5705,3.81E-05,0.0001316,0.4115,0.819,0.0005643,0.05518,6.61E-08,1.32E-07,2.89E-05,0.002959,0.2718,8.555,0.1731,1.774,0.03324,3.193,FALSE,0
68,68.94,0.8206,0.3654,0.005692,0.09149,839.9,0.9155,0.002417,0.003728,0.5065,6.361,0.001178,77.29,0.004061,78.48,3.342,0.001976,0.06026,19.35,0.01075,0.6603,2.438,2.483,0.06741,0.6714,1.57,0.1281,0.4766,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
69,0.5125,0.3317,0.4926,0.01721,0.2947,201,0.1308,0.007186,1.352,48.86,0.07914,0.01149,0.1746,0.3657,2.787,0.2509,27.56,0.0163,0.08359,0.9063,0.1752,0.1284,0.195,5.61,0.3143,4.195,7.424,1.089,1,0,0,289.1,0.2456,0.8519,0.1251,0.5834,0.0008511,0.01632,0.005071,0.2009,0.0002285,0.01199,2.06E-07,0.0003081,6.98E-05,0.01154,2.66E-08,2.72E-05,0.2333,2.676,0.398,4.001,0.0002581,0.02343,FALSE,2
70,76.35,0.467,0.8641,0.02942,0.2225,572.7,0.1566,0.05859,10.55,82.07,0.005358,0.2745,23.89,7.797,0.0148,0.03686,6.387,0.01436,493.4,216,0.8756,0.2371,3.2,2.92,4.991,0.603,11.56,0.3297,1,0,0,102.1,0.1232,0.5948,0.3916,0.8159,1.01E-06,0.0002215,0.0003991,0.08769,4.17E-07,0.0001316,3.82E-10,2.45E-05,0.0003698,0.1167,5.45E-10,5.66E-05,0.06227,1.328,10.85,197.7,0.04578,15.18,TRUE,3
71,3.717,0.2425,0.2176,0.06347,0.01734,49.33,0.4752,45.45,0.002096,10.71,0.2086,0.04328,15.87,0.02326,0.00221,26.58,2.781,0.01889,2.068,8.13,1.188,4.375,1.131,2.477,0.0536,0.08973,0.1275,2.124,1,0,0,373.9,0.004758,0.05894,4.36E-05,0.003965,0.03792,0.07689,0.00101,0.00204,0.007894,0.07326,0.008408,0.0802,0.0004621,0.004288,0.799,0.885,0.869,2.836,13.55,42.64,0.06445,0.6383,FALSE,0
72,0.128,0.06685,0.9497,0.04653,0.01478,2.327,0.9881,87.54,8.189,77.36,7.212,0.001255,0.2277,0.01054,11.32,0.01119,0.3329,245.8,0.1064,3.12,10.49,0.6187,0.06292,6.035,0.05582,0.08632,0.08523,0.2881,1,0,0,433,0.4405,0.8394,0.003816,0.02023,0.01676,0.01691,0.008856,0.04673,0.02041,0.09753,0.0002036,0.001646,0.0003451,0.01204,0.08941,0.4172,2.215,7.037,4.266,11.41,0.1152,0.8048,FALSE,1
73,0.02156,0.04937,0.166,0.001281,0.2201,6.684,0.03057,0.02024,29.96,33.86,0.003349,73.2,82.45,2.023,0.03384,4.381,1.268,0.09409,0.4088,0.3307,6.651,0.6282,1.646,0.6504,0.06496,0.6233,0.1479,0.07186,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0
74,61.75,0.5957,1.989,0.0428,0.3374,966.9,0.1979,0.1286,50.13,0.03488,0.011,3.631,0.1516,0.00146,0.1345,2.533,4.095,0.01388,4.364,61.44,16.75,7.599,8.241,6.633,0.4789,9.216,10.21,1.622,1,0,0,56.9,0.4247,0.4751,0.2083,0.2946,0.0106,0.01928,0.0012,0.002247,0.2339,0.3277,2.26E-05,7.89E-05,0.0006338,0.0008862,0.001683,0.004522,0.1023,0.1436,10.64,14.81,0.0395,0.07651,FALSE,0
75,22.5,0.2245,0.5648,0.04071,0.01908,255.1,0.06396,1.811,0.1548,0.003798,0.662,21.65,0.007332,0.5645,3.818,0.1717,11.06,29.77,9.309,0.566,15.14,10.92,0.2133,1.38,0.1349,0.1364,0.05049,0.07502,1,0,0,268,0.004811,0.6272,0.0001946,0.00025,1.52E-05,5.12E-05,0.03053,0.04718,4.23E-05,6.15E-05,7.85E-05,0.006333,0.002461,0.397,0.1752,0.9009,0.07666,0.9318,8.045,74.16,0.004917,0.411,FALSE,0
76,6.109,0.3487,0.6204,0.0009414,0.01702,6.37,0.1088,0.1121,2.749,8.394,85.15,0.00192,0.002403,0.00197,0.1904,3.614,0.04161,0.03249,119.7,0.1434,2.855,6.011,0.3592,0.1393,0.07526,0.09377,0.4007,0.5813,1,0,0,148.4,0.000426,0.5417,0.1793,0.1913,5.72E-05,0.0082,0.008752,0.0125,0.002025,0.2476,2.77E-05,0.0003247,0.2481,0.3734,0.001315,0.5173,0.07861,3.442,1.523,47.73,0.008962,6.075,FALSE,1
77,7.626,0.8714,6.274,0.06782,0.1748,0.07205,1.174,49.75,0.01266,0.6543,3.855,1.934,2.534,0.002866,0.6649,0.113,0.009875,0.5252,0.04261,2.669,0.3433,11.84,18.61,12.24,0.1221,0.0927,0.1268,0.05129,1,0,0,188.2,0.01709,0.03286,0.0006433,0.004889,0.00332,0.005893,3.33E-06,1.02E-05,0.0003517,0.002559,6.84E-05,0.0003072,6.32E-05,7.95E-05,0.9584,0.9765,0.01251,0.05064,0.1084,0.4061,0.02058,0.1876,FALSE,0
78,0.2665,0.5241,0.4559,0.0006974,0.01449,0.4753,1.146,0.2205,37.27,0.003757,1.178,0.5339,0.03238,0.0113,0.001462,12.45,0.01046,0.06065,58.42,5.91,4.48,17.47,0.0932,3.671,0.06304,0.3558,0.1736,13.01,1,0,0,162,0.1474,0.7138,0.003377,0.09759,0.02661,0.3664,0.0002308,0.002582,0.1863,0.6468,7.42E-06,0.001595,0.001059,0.003762,0.000753,0.05431,4.91,35.44,2.555,16.51,0.2234,8.087,FALSE,1
79,26.79,0.5201,1.574,0.01015,0.1783,104.9,0.7591,74.43,0.01849,0.1343,0.04566,25.37,0.01689,25.44,0.8419,0.001479,0.00474,29.3,0.01302,0.2207,3.204,0.07703,4.267,0.421,2.219,0.2224,0.44,5.415,1,0,0,64.6,0.01411,0.4197,0.0002452,0.1937,0.04772,0.6443,0.002757,0.04128,0.001224,0.2129,0.03986,0.7027,3.81E-06,0.02537,8.71E-06,0.06323,0.0894,7.172,5.32,241.7,0.04838,99.3,TRUE,3
80,5.379,0.6033,1.107,0.006696,0.4692,32.62,0.5061,1.359,0.1608,0.008117,0.002028,0.006094,41.05,0.001097,0.0245,0.7866,19.57,0.1018,53.36,0.2732,14.63,0.763,17.86,4.279,3.32,0.06068,0.6925,0.05365,1,0,0,270.6,0.0002509,0.192,2.75E-06,0.04859,3.89E-06,0.0001021,0.01902,0.4789,2.72E-07,1.96E-05,4.43E-05,0.1028,0.003612,0.5873,0.2972,0.4128,0.01239,1.761,0.4489,11.22,0.003822,1.804,FALSE,0
81,37.31,0.223,1.004,0.009177,0.02887,310.7,0.8301,0.004405,5.116,0.0844,39.89,69.57,0.09738,0.005394,0.2873,0.001988,0.6354,5.283,0.0196,0.1931,0.5194,0.8741,1.938,13.73,0.08636,0.2426,0.178,2.659,1,0,0,79.9,0.0003961,0.03301,0.0001736,0.001287,4.31E-05,0.02755,0.01063,0.06929,0.0001396,0.002991,0.01532,0.3237,0.001651,0.043,0.5993,0.9519,0.2827,2.434,56.77,329.4,0.2995,10.08,FALSE,1
82,104,0.5281,0.4765,0.001512,0.1771,430.2,0.0141,0.001101,62.61,0.4431,2.046,0.001554,0.004474,51.41,0.3643,2.689,0.058,12.82,3.993,0.1319,3.568,5.16,7.161,4.577,18.65,9.777,0.06931,0.1514,1,0,0,60.6,0.01191,0.7965,0.0005053,0.0005187,0.01213,0.01289,0.005011,0.2758,1.87E-07,0.001463,0.1345,0.8905,2.90E-05,0.00019,0.0001794,0.1486,0.02174,0.4115,4.767,73.13,0.009499,2.201,FALSE,0
83,15.93,0.3671,0.7716,0.05086,0.01249,31.23,0.1226,80.3,0.3648,0.003198,0.001848,0.01601,1.037,0.006181,2.389,1.163,1.403,1.236,83.5,0.01086,0.09757,5.514,13.47,6.65,0.176,2.232,4.22,0.4866,1,0,0,66,0.1609,0.3351,0.003562,0.01868,2.36E-05,0.0001548,0.5985,0.749,4.91E-07,4.95E-07,0.0001925,0.001457,0.02057,0.1574,4.34E-05,0.002744,0.08764,0.2749,3.896,11.46,0.006242,0.05202,FALSE,0
84,0.04343,0.4289,0.05128,0.02383,0.1352,0.1471,0.148,1.519,28.74,0.02742,78.94,0.2195,0.4253,0.1756,45.31,83.28,0.004015,0.08176,23.31,0.01468,0.5709,2.473,1.657,18.38,1.792,0.06639,0.08299,8.163,1,0,0,361.1,0.0004864,0.003754,0.05845,0.137,0.0003765,0.000885,1.30E-05,0.0001926,0.006583,0.024,0.0002293,0.0007788,0.06635,0.2254,0.648,0.8485,2.472,6.136,0.2513,0.5759,0.05658,0.2467,FALSE,0
85,1.35,0.5596,2.6,0.03733,0.0193,0.04679,4.356,0.543,17.33,10.66,0.0113,59.47,0.5999,0.004721,26.52,0.006018,3.099,22.16,0.0741,0.4961,10.27,12.18,7.019,4.445,0.1318,13.04,0.1006,0.1145,1,0,0,168.5,0.009061,0.02109,0.0008251,0.002071,3.01E-05,0.0004064,0.004464,0.01061,0.0004149,0.001526,0.001939,0.007138,0.0002065,0.001613,0.9634,0.9788,0.1523,0.3774,0.366,0.8782,0.04006,0.1487,FALSE,0
86,3.062,0.1106,0.8282,0.07745,0.02586,75.04,0.2696,0.03624,3.375,87.79,0.01202,0.4762,1.766,0.00228,0.007299,28.86,34.72,0.04709,224.5,241.1,0.6057,12.9,1.244,0.7474,1.375,0.1001,1.196,0.2382,1,0,0,208.6,0.2337,0.9066,0.007678,0.2055,0.003582,0.09682,0.004015,0.1084,0.0001339,0.001723,2.13E-05,0.0275,0.04389,0.5645,0.0005806,0.155,0.3551,3.385,10.61,78.27,0.03892,2.108,FALSE,1
87,4.534,0.1842,6.127,0.003069,0.05896,4.489,0.1002,0.01402,2.017,0.001512,0.7837,58.56,1.091,0.5272,76.65,0.008546,56.12,80.25,1.47,4.286,6.004,5.107,5.166,4.83,0.2521,0.1098,0.207,0.06117,1,0,0,162,0.00426,0.4322,0.000736,0.008455,5.80E-07,0.0004377,0.01016,0.1092,2.70E-06,8.50E-05,3.87E-05,0.001318,0.006162,0.3343,0.4543,0.9311,0.01569,0.3251,0.5446,4.377,0.006726,0.2363,FALSE,0
88,57.2,0.3274,0.3471,0.001582,0.022,388.8,0.01755,0.05184,49.36,21.04,0.1693,0.006726,0.01321,9.257,0.04848,0.3411,31.66,0.01049,14.08,5.337,6.929,1.156,4.428,18.58,0.5344,0.5215,0.4803,12.18,1,0,0,189.6,0.08386,0.7278,0.03956,0.5139,2.69E-05,0.001412,0.006551,0.3872,0.0002911,0.008164,3.54E-06,0.0199,0.01218,0.3415,0.0001145,0.3961,0.0342,0.4824,6.076,80.69,0.002101,0.3683,FALSE,0
89,2.877,0.01983,0.268,0.007881,0.01219,169.3,0.06532,0.03765,1.276,46.65,31.97,0.001634,11.42,0.03626,15.37,45.65,0.001172,8.834,66.21,0.1491,0.06672,17.41,12.34,0.2472,0.05229,0.1717,0.8943,0.1348,1,0,0,435.4,0.0489,0.5294,0.07334,0.2316,0.02904,0.09193,0.0001559,0.002706,0.01858,0.1289,0.001417,0.004916,0.02574,0.09178,0.1579,0.7476,0.2874,1.065,47.51,119.9,0.1626,1.034,FALSE,1
90,12.62,0.3241,1.086,0.02774,0.06494,317.2,0.5787,22.93,0.2189,8.927,0.1703,5.754,0.001614,0.0706,2.561,0.2605,0.6274,1.344,0.2416,74.07,0.4625,0.08495,1.509,13.35,0.08029,0.1833,0.1206,0.06402,1,0,0,32,0.079,0.1715,0.05211,0.1132,0.02826,0.06323,0.0002233,0.0005184,0.1276,0.2064,0.001199,0.002171,4.57E-05,0.0002326,0.4911,0.679,0.7504,1.478,30.78,54.01,0.194,0.597,FALSE,0
91,3.44,0.07587,0.08926,0.001039,0.01225,989,0.7799,65.39,0.002249,0.0914,17.89,0.01576,0.04634,0.06324,73.6,6.38,0.09388,426,0.01067,0.09926,2.809,4.832,0.3148,0.1616,1.312,0.05686,0.1035,0.6751,1,0,0,216.8,1.87E-06,0.02444,1.45E-06,0.0001753,0.005071,0.5567,1.54E-06,0.004441,0.003375,0.1738,0.01829,0.5803,0.0001507,0.002021,0.1016,0.9581,1.009,21.02,48.24,733.9,0.02884,6.672,FALSE,1
92,37.26,0.545,0.1725,0.002124,0.05753,967.7,0.4346,95.21,0.009918,0.001841,3.538,0.1401,2.678,0.2371,0.6025,0.001919,0.002573,170.9,15.6,0.02515,0.08592,0.06557,2.019,7.619,19.14,0.4702,17.58,5.271,1,0,0,134.8,0.5669,0.6521,0.0101,0.01599,0.0003526,0.0005578,0.3351,0.4166,2.52E-08,6.91E-08,2.21E-05,4.49E-05,0.0007694,0.001564,3.23E-10,3.23E-10,4.028,5.309,275.5,362.7,4.513,7.82,FALSE,1
93,1.137,0.02317,1.24,0.0008603,0.02926,8.948,0.1352,18.68,0.001836,0.006177,0.1884,5.529,51.71,0.04427,0.001536,0.09109,13.29,0.0428,2.603,0.333,19.84,13.56,17.02,0.328,0.371,0.07416,0.1387,0.06835,1,0,0,755.1,0.004042,0.04913,3.41E-06,0.0003261,2.12E-05,2.18E-05,0.02184,0.06785,1.54E-06,1.54E-06,0.00202,0.0307,0.004593,0.04382,0.8625,0.951,0.04071,0.1816,2.355,7.553,0.0182,0.1864,FALSE,0
94,63.24,0.4395,0.2471,0.0009044,0.07552,576.8,0.2311,28.4,0.02599,0.02039,0.01568,0.002081,0.02091,0.01739,7.039,0.001596,0.001207,502.8,0.02742,0.04087,0.3427,4.606,6.088,6.62,0.1747,0.6467,1.377,1.286,1,0,0,89.1,0.3255,0.6125,0.006632,0.06132,0.03497,0.2273,0.03246,0.09287,0.006416,0.01266,0.03309,0.1239,0.009477,0.03491,0.06927,0.4512,0.6081,2.004,88.56,285,1.027,10.63,FALSE,1
95,2.509,0.9196,0.2869,0.09763,0.07348,498.7,8.356,3.984,0.005729,0.01493,0.003659,0.09246,74.2,0.005615,0.007371,0.2021,0.02568,0.05243,0.6646,0.1799,0.2414,3.611,2.68,1.286,0.1069,0.5392,6.716,0.8445,1,0,0,53.8,0.003966,0.1892,0.002741,0.1871,0.02588,0.1604,0.01221,0.06536,0.04651,0.2481,0.003904,0.08928,0.06729,0.2915,0.1249,0.7785,29.87,166.2,82.56,434.7,1.004,27.84,FALSE,1
96,80.45,0.6257,4.102,0.0008874,0.0731,27.59,0.5185,60.91,0.005208,8.001,0.6981,0.1566,0.005984,19.54,1.256,0.5002,0.01093,6.943,0.01625,137,0.07533,0.1404,4.194,0.1664,0.817,0.1163,0.5706,1.087,1,0,0,26.5,0.1388,0.1986,0.002633,0.007748,0.7952,0.853,1.16E-06,3.42E-06,0.001133,0.003808,3.99E-05,0.0001338,2.13E-08,2.01E-07,1.02E-08,1.12E-07,0.04227,0.08118,5.595,10.15,0.08316,0.2726,FALSE,2
97,0.4989,0.8029,2.505,0.03683,0.07073,17.23,7.435,2.391,0.02148,58.47,0.005536,0.02077,0.005188,5.839,0.02694,1.122,0.2862,0.02658,499.3,0.5805,1.753,1.421,0.0981,2.961,1.621,0.1536,2.383,8.212,1,0,0,76.8,0.1532,0.5878,0.05353,0.3625,5.51E-05,0.001336,0.01406,0.2492,5.55E-05,0.0003649,8.24E-08,6.11E-05,0.1328,0.6204,4.13E-07,5.45E-05,6.159,44.27,3.895,25.98,0.06338,2.762,FALSE,3
98,0.2236,0.05017,4.687,0.0009249,0.02023,2.58,2.643,0.01673,0.7128,44.6,0.8233,1.401,0.1029,0.3408,0.03434,0.006854,35.64,1.179,0.01329,81.24,5.414,0.7181,3.824,0.1036,9.733,0.1188,0.07695,0.1779,1,0,0,301.3,0.1644,0.4849,0.001225,0.007669,0.02193,0.1774,0.0179,0.1244,0.0002721,0.0005303,0.3701,0.6921,0.0003633,0.02334,0.002442,0.04383,0.737,3.348,3.696,12.5,0.1086,1.221,FALSE,3
99,34.17,0.1329,6.485,0.09363,0.08944,333.8,0.7733,0.2166,0.3723,0.006179,44.73,4.846,0.003636,0.02959,0.0377,8.356,0.005729,0.05259,10.95,0.03823,1.759,0.6483,0.6291,0.1447,4.837,0.1082,0.05952,0.5365,1,0,0,212,0.03387,0.07005,0.07316,0.0863,0.0757,0.09421,0.01127,0.02255,0.03585,0.06594,0.2777,0.2989,0.1292,0.1836,0.2271,0.3253,0.3112,0.4376,77.97,107.4,1.628,3.091,FALSE,1
100,1.007,0.05233,0.02244,0.0005921,0.5334,423.6,0.01215,0.001879,0.6691,0.003051,1.148,41.06,0.002437,0.03667,1.874,0.001245,25.85,4.937,0.05141,6.67,0.1123,3.7,4.615,5.794,0.1112,3.447,1.091,0.06197,1,0,0,549.1,0.0002945,0.6259,0.0009465,0.04973,1.01E-05,0.04524,0.009659,0.5085,4.29E-05,0.0022,0.001888,0.08268,0.005712,0.3826,0.04643,0.9602,0.3799,5.807,8.098,96.13,0.08259,11.64,TRUE,1
101,4.826,0.2294,2.964,0.04098,0.03289,932.5,2.398,1.03,93.12,0.08665,0.109,1.198,0.04244,0.03487,0.102,2.831,0.8308,0.01008,2.693,0.02529,0.6059,4.585,1.432,0.2278,0.3907,13.31,0.5879,0.1539,1,0,0,73.1,0.3302,0.4169,0.1113,0.1351,0.009398,0.01663,0.3735,0.4192,0.004999,0.008167,0.02279,0.04625,0.03388,0.05798,0.005107,0.01387,1.195,1.721,25.44,35.67,0.02283,0.04487,FALSE,0
102,0.9225,0.2307,0.02144,0.0007948,0.04849,153.8,0.04558,0.004353,0.1196,0.004863,19.55,0.118,62.75,0.02293,25.42,2.903,0.1247,14.32,14.5,0.7451,6.825,0.1829,0.9015,14.08,0.0919,0.1726,0.248,0.0828,1,0,0,558.9,0.1484,0.8669,0.02388,0.08132,0.002723,0.009104,0.004085,0.007681,0.007535,0.1419,8.96E-05,0.0005716,0.0002329,0.001427,0.06378,0.7414,1.936,5.672,7.83,22.5,0.01939,0.1596,FALSE,0
103,24.27,0.7275,0.1474,0.02097,0.01615,0.04567,1.06,0.001599,0.008216,15.94,0.08041,0.1438,32.75,0.002393,0.002142,0.1998,2.057,0.01274,0.6891,202.8,0.9137,1.795,0.3863,1.657,0.05284,0.0527,0.1133,0.124,1,0,0,214.2,0.001578,0.003253,0.0005619,0.002645,0.001632,0.002719,5.65E-05,9.59E-05,0.01317,0.0287,0.0001284,0.0003997,0.0009176,0.001949,0.9617,0.981,0.08893,0.1443,2.885,4.492,2.128,4.732,FALSE,0
104,13.08,0.1393,1.334,0.0007015,0.02606,268.8,2.284,0.02948,0.02869,0.3553,15.68,3.233,0.2919,0.006681,20.06,11.98,0.01662,7.67,0.169,0.01182,0.07016,0.4961,0.0765,0.2012,2.972,1.68,0.3132,0.1102,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
105,4.121,0.5914,0.8343,0.002011,0.2734,61.61,0.1573,0.006802,0.03214,40.94,0.06834,16.42,0.1271,0.2432,0.04246,0.1141,69.21,1.21,0.04566,58.76,0.8096,0.2546,0.1062,17.24,4.214,0.06324,0.3338,0.07722,1,0,0,100.6,0.1424,0.8774,0.004479,0.005343,0.08677,0.17,0.005768,0.3952,2.21E-05,0.002581,0.0007347,0.1081,2.52E-05,0.03687,0.000364,0.3528,0.1672,3.121,1.265,20.07,0.007441,1.787,FALSE,1
106,0.01467,0.117,0.01666,0.07845,0.09326,170.4,1.032,19.61,0.3824,0.7792,0.3124,36.83,0.0567,0.0121,67.93,0.001566,0.3673,52.03,0.01019,122.3,0.3211,14.74,1.483,3.694,0.09623,0.05261,1.057,0.1894,1,0,0,672.4,0.009576,0.5356,0.05258,0.2537,0.0002521,0.2458,0.000121,0.000581,0.005143,0.1207,4.97E-06,0.0001169,0.003761,0.388,0.1719,0.806,102.7,814.9,12.88,94.74,0.09073,4.91,FALSE,1
107,1.699,0.1792,1.019,0.003539,0.2469,2.685,0.1244,70.32,0.1877,0.1372,14.88,7.113,0.003148,0.02384,0.01676,0.005882,0.01823,0.1397,0.03132,0.4568,0.4268,0.745,8.517,3.997,10.93,6.718,0.06852,0.1885,1,0,0,182.5,0.09012,0.5451,0.01354,0.1171,0.02915,0.1816,0.00612,0.03382,0.0002061,0.0009339,0.298,0.7766,1.98E-05,0.002185,0.001121,0.04263,0.1643,1.039,1.741,7.734,0.2823,5.486,FALSE,1
108,0.4034,0.4827,0.1922,0.02094,0.06703,426.2,0.8105,0.002279,19.58,0.006176,0.001032,0.003675,0.003124,4.17,0.003106,62.78,0.1147,446.9,2.361,0.04496,13.95,0.07617,8.348,14.05,2.656,1.748,0.1226,0.09528,1,0,0,120.8,0.1375,0.5445,9.11E-09,8.54E-08,0.03581,0.321,0.004299,0.07998,3.69E-09,7.45E-07,0.3428,0.6767,7.83E-11,1.13E-10,2.58E-07,9.48E-06,4.951,25.59,4.194,21.02,0.002789,0.06943,FALSE,2
109,54.33,0.2282,8.199,0.02954,0.0178,10.71,1.478,65.35,0.001703,0.00323,9.251,0.2043,11.45,0.002166,0.002957,10.58,6.34,0.0538,586.8,0.02337,6.807,17.46,17.01,0.272,0.3325,10.96,2.391,0.05135,1,0,0,37.9,0.0005988,0.002285,3.33E-05,0.0001532,1.75E-05,3.16E-05,0.2645,0.4729,2.10E-05,4.20E-05,0.0377,0.07214,0.02463,0.04918,0.4366,0.6527,0.08201,0.1508,20.87,32.43,0.7242,1.74,FALSE,1
110,0.5877,0.05787,0.00414,0.004186,0.01068,6.516,0.02534,0.1231,0.945,0.03593,12.25,23.3,0.004241,0.005658,0.7118,0.001076,0.5835,0.2538,0.01492,0.1588,0.1257,2.533,1.079,6.943,0.1155,3.407,0.08281,0.07435,1,0,0,1990,0.0001992,0.03203,0.002035,0.01896,5.50E-06,0.004271,0.002665,0.02478,6.75E-05,0.002026,0.001061,0.03146,0.003228,0.05029,0.8973,0.9799,0.892,5.114,9.058,51.1,0.1344,4.278,FALSE,0
111,9.15,0.2108,0.1062,0.03359,0.02185,84.91,0.3329,0.09767,42.23,0.2396,0.0042,0.06834,0.07093,0.008036,0.01105,2.719,0.06238,0.08662,19.29,0.1938,10.68,3.885,1.363,0.2238,0.05487,2.359,0.2157,0.1377,1,0,0,67.6,0.0104,0.1802,0.001183,0.04673,0.001696,0.02452,0.006468,0.02512,0.08008,0.2406,0.002752,0.03916,0.001062,0.01078,0.5138,0.8856,0.515,2.739,24.29,106,0.1522,2.892,FALSE,0
